Ea,Ed,El,Epro,Qcre,Qhpro,Qs,Vw,Vww,X,people,ve
12152.824814801099,0.0,7926.434011617827,0.0,0.0,0.0,0.0,108.78907952353194,98.13369268895386,0.0,0.0,0.0
11073.0384906176,0.0,7042.816573310516,0.0,0.0,0.0,0.0,109.13031991163284,86.49876291603697,0.0,0.0,0.0
11858.080552672978,0.0,7614.213747420904,0.0,0.0,0.0,0.0,107.08573298676535,71.68115977705595,0.0,0.0,0.0
11282.427131516577,0.0,7545.778576404328,0.0,0.0,0.0,0.0,87.99231077499273,47.67135282703442,0.0,0.0,0.0
10512.25808528596,0.0,6855.441206011914,0.0,0.0,0.0,0.0,101.17714526717907,50.77112277672451,0.0,0.0,0.0
11949.692823233363,0.0,7414.379172172874,0.0,0.0,0.0,0.0,158.63070121406957,52.44901066973829,0.0,0.0,0.0
14240.998457183,0.0,8016.660622314968,0.0,0.0,0.0,217.64450396989406,135.73797081867943,58.79834553867723,213.89149663799284,224.31605705519323,250.89924923872013
14816.694296379366,0.0,8290.263818852743,0.0,0.0,0.0,216.1126061057542,245.7373228878836,158.61330709966214,209.3647444916255,235.7497789060955,258.0956249850734
19494.439332737467,0.0,13163.674649003078,0.0,0.0,0.0,969.2149025477501,326.93646422041724,201.40960125290877,952.0905402907155,1004.973626986414,1123.7494537919124
18630.667454465187,0.0,19161.916492436852,0.0,0.0,0.0,1432.9614989099662,426.5186419783524,236.4748550699756,1364.6327784408054,1479.1990468462145,1460.072384524579
22545.353199028556,0.0,29494.759947289644,0.0,0.0,0.0,2649.3726844013217,441.5858248249171,366.4596131825221,2628.451190970055,2510.3508765414304,2378.088207624184
23720.105943983523,0.0,33957.20621715691,0.0,0.0,0.0,2955.855226597118,531.2024209710981,461.60783317010663,2854.2644431747162,3016.007036733811,2697.037294686626
18393.04362692569,0.0,28469.38153738768,0.0,0.0,0.0,3358.9226164048973,457.38142458446555,541.5202145860405,3168.238886469427,3349.2993613777294,3121.950664664751
15969.261262950631,0.0,29000.954614252543,0.0,0.0,0.0,3206.174479249377,431.97142360835676,499.6386965334969,3297.8649947389404,2916.018119560296,2884.868741302468
17012.309168085285,0.0,33544.86272889635,0.0,0.0,0.0,3222.000518301596,364.79283768256477,443.9438645898695,3145.9863045889724,3093.588994910791,2999.226981105824
16883.62505878448,0.0,30702.888919255674,0.0,0.0,0.0,3210.270177774205,317.79872370772364,455.9161006609983,3168.30962040186,3001.3970511106513,3005.239990408363
16740.633933341112,0.0,33217.78677814358,0.0,0.0,0.0,3211.7572889464655,336.44536162560684,402.8213855969279,3203.7920328039286,3212.391536939119,2758.0897323209797
16103.151281730441,0.0,30895.95294566537,0.0,0.0,0.0,3202.804294969468,222.44277035897932,390.8251341597332,3179.066361680324,3164.3526593029637,2801.9708215840706
15751.250488644251,0.0,30950.752579234624,0.0,0.0,0.0,2322.870751952511,220.35447609573995,418.2698598915113,2420.804429329131,2434.141043366731,2229.5747488922375
14995.834978029967,0.0,23937.13835963624,0.0,0.0,0.0,743.2150116639713,193.34860619650658,324.23490055793843,798.0015284106189,713.7147011642123,689.029912052395
13365.492859561211,0.0,17973.678203519674,0.0,0.0,0.0,820.0450826872467,175.84291172781784,261.7430441584123,772.2340807938086,786.448377895213,704.5780694385089
13025.833391649854,0.0,18503.13376477975,0.0,0.0,0.0,703.9648236121758,180.3320088647485,184.02351432255605,855.0670530256998,739.1758113735441,698.547746122214
11779.006494880146,0.0,12372.855003236613,0.0,0.0,0.0,357.41636990880994,111.89079758158738,148.0112382342903,382.6751811254233,390.2632895660258,367.95022051390583
10814.728131255551,0.0,7666.767552946973,0.0,0.0,0.0,0.0,114.96364780215615,118.08437260511444,0.0,0.0,0.0
12186.369906579966,0.0,8410.777561529605,0.0,0.0,0.0,0.0,145.36367997181154,32.51445208628288,0.0,0.0,0.0
11125.138141393065,0.0,9051.974436135928,0.0,0.0,0.0,0.0,152.51033033383698,50.006432027964046,0.0,0.0,0.0
12465.446719014257,0.0,8737.285454567738,0.0,0.0,0.0,0.0,170.338863061758,43.63285961756637,0.0,0.0,0.0
11371.670218579986,0.0,8157.68696587548,0.0,0.0,0.0,0.0,160.33720795155162,34.66396159518601,0.0,0.0,0.0
12314.322473035927,0.0,8686.35308604072,0.0,0.0,0.0,0.0,162.51321881304335,37.28926549910197,0.0,0.0,0.0
11201.771946182986,0.0,8754.01519745443,0.0,0.0,0.0,0.0,263.75946997625465,33.405514115942296,0.0,0.0,0.0
11939.421731278033,0.0,8873.900811412514,0.0,0.0,0.0,109.90977596980383,151.0977009318625,35.31612475153303,108.2602070081074,106.27067827242412,124.23805391615512
11065.928957310685,0.0,9582.935072304394,0.0,0.0,0.0,108.13123760249633,179.6890600665729,136.9573257068614,99.95801023410755,99.20227106277298,131.73325599002322
12495.799014255337,0.0,15978.202900170945,0.0,0.0,0.0,519.8954418929388,214.40691962063056,212.2257162933667,465.26255612770586,503.4267444322931,477.49065243473814
13344.011738913345,0.0,21157.93058904838,0.0,0.0,0.0,784.5114661590941,244.4983864129067,284.6754417433894,835.446858545778,843.5127854347085,838.0399456020763
15235.983989581844,0.0,32170.25579103007,0.0,0.0,0.0,2000.172543027483,254.79737993643937,332.3260108339043,2149.946872786614,1871.7072140501336,1787.502163205339
14935.65296376028,0.0,32453.71333584789,0.0,0.0,0.0,1772.034830096852,359.8558615126691,498.89021431832634,1988.9709257033785,1943.3331006821766,1913.7309588172077
15833.119838049992,0.0,32129.26058999178,0.0,0.0,0.0,2702.6843985238766,378.7417321954725,574.8115921300637,2904.5093462524032,2781.432257105571,2396.0460931663233
