AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
29.909174938923528,B006,srf0,walls,371598.5770356373,-0.7426748288135663,140253.38719036302,-0.6696522221621759,2.75,0.0,west
9.458111574342585,B006,srf1,walls,371598.5770356372,-0.7426748288135663,140253.38719036302,-0.6696522221621759,2.1516992952647334,0.0,west
9.45811157432363,B006,srf2,walls,371593.28400707897,-0.7426748288135663,140259.25740022468,-0.6696522221621759,1.5983007047352669,0.0,west
29.909174938904577,B006,srf3,walls,371587.56150837586,-0.7426748288135663,140265.60391204688,-0.6696522221621759,1.5983007047352669,0.0,west
9.458111574342567,B006,srf4,walls,371576.5459811145,-0.7426748288135663,140277.82063373073,-0.6696522221621759,3.3483007047352666,0.0,west
29.909174938923528,B006,srf5,walls,371576.54598111444,-0.7426748288135663,140277.82063373076,-0.6696522221621759,2.75,0.0,west
29.909174938904584,B006,srf6,walls,371587.5615083759,-0.7426748288135663,140265.6039120469,-0.6696522221621759,3.9016992952647334,0.0,west
9.458111574323635,B006,srf7,walls,371581.8390096728,-0.7426748288135663,140271.95042386913,-0.6696522221621759,3.901699295264733,0.0,west
29.909174938923528,B006,srf8,walls,371598.5770356373,-0.7426748288135663,140253.38719036302,-0.6696522221621759,6.25,0.0,west
9.458111574342599,B006,srf9,walls,371598.5770356372,-0.7426748288135663,140253.38719036302,-0.6696522221621759,5.651699295264733,0.0,west
9.458111574323635,B006,srf10,walls,371593.28400707897,-0.7426748288135663,140259.25740022468,-0.6696522221621759,5.098300704735267,0.0,west
29.909174938904567,B006,srf11,walls,371587.56150837586,-0.7426748288135663,140265.60391204688,-0.6696522221621759,5.098300704735267,0.0,west
9.458111574342583,B006,srf12,walls,371576.5459811145,-0.7426748288135663,140277.82063373073,-0.6696522221621759,6.848300704735267,0.0,west
29.90917493892352,B006,srf13,walls,371576.54598111444,-0.7426748288135663,140277.82063373076,-0.6696522221621759,6.25,0.0,west
29.909174938904574,B006,srf14,walls,371587.5615083759,-0.7426748288135663,140265.6039120469,-0.6696522221621759,7.401699295264733,0.0,west
9.458111574323624,B006,srf15,walls,371581.8390096728,-0.7426748288135663,140271.95042386913,-0.6696522221621759,7.401699295264733,0.0,west
29.909174938923528,B006,srf16,walls,371598.5770356373,-0.7426748288135663,140253.38719036302,-0.6696522221621759,9.75,0.0,west
9.458111574342588,B006,srf17,walls,371598.5770356372,-0.7426748288135663,140253.38719036302,-0.6696522221621759,9.151699295264734,0.0,west
9.458111574323635,B006,srf18,walls,371593.28400707897,-0.7426748288135663,140259.25740022468,-0.6696522221621759,8.598300704735268,0.0,west
29.90917493890457,B006,srf19,walls,371587.56150837586,-0.7426748288135663,140265.60391204688,-0.6696522221621759,8.598300704735266,0.0,west
9.458111574342583,B006,srf20,walls,371576.5459811145,-0.7426748288135663,140277.82063373073,-0.6696522221621759,10.348300704735268,0.0,west
29.90917493892352,B006,srf21,walls,371576.54598111444,-0.7426748288135663,140277.82063373076,-0.6696522221621759,9.75,0.0,west
29.909174938904577,B006,srf22,walls,371587.5615083759,-0.7426748288135663,140265.6039120469,-0.6696522221621759,10.901699295264734,0.0,west
9.458111574323624,B006,srf23,walls,371581.8390096728,-0.7426748288135663,140271.95042386913,-0.6696522221621759,10.901699295264734,0.0,west
29.909174938923535,B006,srf24,walls,371598.5770356373,-0.7426748288135663,140253.38719036308,-0.6696522221621759,13.25,0.0,west
